ASIN (parent),ASIN (child),Título,SKU,Sesiones: total,Sesiones - Total - B2B,Porcentaje de sesiones: total,Porcentaje de sesiones: total - B2B,Visitas: total,Visitas - Total - B2B,Porcentaje de visitas: total,Porcentaje de visitas - Total - B2B,Porcentaje de ofertas destacadas (Buy Box),Porcentaje de ofertas destacadas: B2B,Unidades encargadas,Unidades encargadas - B2B,Porcentaje de unidades por sesión,Porcentaje de sesiones de unidades - B2B,Ventas de productos encargados,Ventas de productos encargados: B2B,Total de artículos de un pedido,Total de artículos de un pedido - B2B
B0DJTHPS5Y,B0D47TJ6RZ,ROCKING GIFTS Macetero Plano de Ceramica Flores Verde 16x16 cm,308830CLM,54,1,0.03%,0.02%,72,1,0.03%,0.02%,100.00%,100.00%,1,0,1.85%,0.00%,"25,85 €","0,00 €",1,0
B0D47VK81X,B0D47VK81X,"ROCKING GIFTS Set de 20 Servilletas de Papel para Fiesta Reyes Magos Navidad, Color Azul, 33cm",309715CLM,32,0,0.02%,0.00%,46,0,0.02%,0.00%,94.87%,0.00%,1,0,3.13%,0.00%,"8,70 €","0,00 €",1,0
B0DFZH7L7T,B0DFZH7L7T,"ROCKING GIFTS Pulsera de Ojo de Buey 4mm: Cuentas Naturales de Protección, Equilibrio y Armonía",3672VCI,14,0,0.01%,0.00%,19,0,0.01%,0.00%,94.12%,0.00%,1,0,7.14%,0.00%,"8,30 €","0,00 €",1,0
B0DFZJJWJD,B0DFZJJWJD,"ROCKING GIFTS Pulsera de Turmalina Multicolor 8mm, Chacras Energeticos, Sanación Cristal de Cuarzo, Pulsera de Minerales Naturales, Joyería Holística de, Balance Emocional y Protección Espiritual",3298VCIFBA,5,0,0.00%,0.00%,8,0,0.00%,0.00%,83.33%,0.00%,1,0,20.00%,0.00%,"10,79 €","0,00 €",1,0
B0BX7941C9,B0DFZJXPXB,"ROCKING GIFTS Colgante de Mineral: Punta Láser de Cuarzo Lemuriano, Energético y Curativo",2210VCI,37,0,0.02%,0.00%,58,0,0.02%,0.00%,100.00%,0.00%,1,0,2.70%,0.00%,"7,00 €","0,00 €",1,0
B0DFZK5PC6,B0DFZK5PC6,"ROCKING GIFTS Incienso Caja x4 Bombita 7 Elementos Puros Sagrada Madre - Aromaterapia Natural, Relajación, Meditación, Hecho a Mano, Tóxicos",13761VCI,7,0,0.00%,0.00%,7,0,0.00%,0.00%,71.43%,0.00%,1,0,14.29%,0.00%,"8,85 €","0,00 €",1,0
B0DFZLKRZC,B0DFZLKRZC,"ROCKING GIFTS Pulsera de Adularia Bola Lisa 4mm - Pulsera energética de Piedras Naturales, favorece la Calma y Equilibrio Emocional - Pulsera de Adularia para meditación, Uso Diario, y Regalo",5105VCI,5,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"13,30 €","0,00 €",1,0
B0DJTHWWBP,B0DFZM298J,"ROCKING GIFTS Colgante de Bronce Sri Yantra | Amuleto Energético para Meditación, Protección y Equilibrio Espiritual | Diseño Sagrado y Detallado | Ideal para Practicas de Yoga y Mindfulness",3115VCI,10,0,0.01%,0.00%,13,0,0.00%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,"11,25 €","0,00 €",1,0
B0DKQKCBVP,B0DFZQSNRY,ROCKING GIFTS Colgante de aventurina con Espiral: un símbolo de Suerte y Equilibrio,3372VCI,39,0,0.02%,0.00%,44,0,0.02%,0.00%,97.56%,0.00%,1,0,2.56%,0.00%,"9,35 €","0,00 €",1,0
B0DFZS8MHT,B0DFZS8MHT,ROCKING GIFTS Colgante Estrella de Aventurina | Mineral Natural Energía Positiva y Equilibrio Interior | Amuleto de Protección y Bienestar | y Reiki | para Sanación Holística,3587VCI,4,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,1,0,25.00%,0.00%,"11,25 €","0,00 €",1,0
B0CLH8K2Q7,B0DFZT8GDS,"ROCKING GIFTS Colgante Gota de Cuarzo Ahumado Elegante diseño para Chakras, meditación y energía Positiva, Ideal como Accesorio para Bienestar y Equilibrio Espiritual",4365VCI,33,0,0.02%,0.00%,39,0,0.01%,0.00%,97.37%,0.00%,1,0,3.03%,0.00%,"7,00 €","0,00 €",1,0
B0DJTHWWBP,B0DFZV5YDF,"ROCKING GIFTS Colgante de Bronce López 45 mm | Ideal para Proyectos DIY, Decoración Artesanal, Accesorios de Moda Únicos, y Regalos Personalizados Hechos a Mano",7775VCI,9,0,0.00%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,"8,75 €","0,00 €",1,0
B0DGF2N9SY,B0DFZV7MMG,"ROCKING GIFTS Bombitas 7 Chakras Sagrada Madre - Incienso Natural Hecho a Mano con Madera, Hierbas, Resinas y Aceites Esenciales, Pack de 7 Unidades, Duración 8 Minutos,",13777VCI,8,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,12.50%,0.00%,"9,90 €","0,00 €",1,0
B0DJTS3VHD,B0DFZV9M26,"ROCKING GIFTS Pulsera Chip de Apatito Claro: Equilibrio Emocional, Purificación y Sanación Energética",4116VCI,25,0,0.01%,0.00%,26,0,0.01%,0.00%,100.00%,0.00%,1,0,4.00%,0.00%,"4,40 €","0,00 €",1,0
B0GN44S59H,B0DFZW7C9S,"ROCKING GIFTS Péndulo Facetado de Shungit Natural para Radiestesia, Sanación, Energía Protectora y Equilibrio Emocional - y Terapias Holísticas, Péndulo de Cristal Negro Shungit Auténtico",4168VCI,20,0,0.01%,0.00%,26,0,0.01%,0.00%,80.95%,0.00%,1,0,5.00%,0.00%,"9,00 €","0,00 €",1,0
B0DFZW7C9S,B0DFZW7C9S,"ROCKING GIFTS Péndulo Facetado de Shungit Natural para Radiestesia, Sanación, Energía Protectora y Equilibrio Emocional - y Terapias Holísticas, Péndulo de Cristal Negro Shungit Auténtico",4168VCI,18,0,0.01%,0.00%,23,0,0.01%,0.00%,100.00%,0.00%,1,0,5.56%,0.00%,"9,00 €","0,00 €",1,0
B0DJTHN3LD,B0DFZWCHND,"Incienso de Palo Santo Sagrada Madre - 20 Varitas de Incienso Natural, Aromaterapia y Meditación, Aroma Relajante, Producto Artesanal, Ideal para Purificación, Espiritualidad y Reflexión",13733VCI,9,0,0.00%,0.00%,11,0,0.00%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,"11,75 €","0,00 €",1,0
B0DFZX27GB,B0DFZX27GB,"ROCKING GIFTS Placa Shungit sin pulir para protección, energía y Bienestar, tamaño 30x30 mm, Ideal para neutralizar radiación electromagnética, equilibrar Chakras y armonizar Espacios",3130VCI,11,0,0.01%,0.00%,16,0,0.01%,0.00%,93.33%,0.00%,1,0,9.09%,0.00%,"19,50 €","0,00 €",1,0
B0DFZXG5ZD,B0DFZXG5ZD,"ROCKING GIFTS Péndulo de turmalina Negra en Bruto - Piedra Protectora y equilibrante para radiestesia, meditación y espiritualidad, Ideal para Balance energético y Limpieza de Chakras",4256VCI,28,1,0.01%,0.02%,42,1,0.02%,0.02%,96.88%,0.00%,1,0,3.57%,0.00%,"9,95 €","0,00 €",1,0
B0DJTK3NT1,B0DFZXWGRX,"ROCKING GIFTS Donut Grande de Jaspe Leopardo, Piedra Natural con Agujero, talismán energético, Amuleto para Equilibrio, sanación, protección y Bienestar, Colgante de Mineral Decorativo",5075VCI,9,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,"13,80 €","0,00 €",1,0
B0DJTK3NT1,B0DFZZ7HFC,"Donut Grande de Howlita Tenida, Piedra Natural con Agujero, Ideal para Terapias de Cristales y Meditación, Roca Decorativa y Protección Energética, Colgante Mineral para Relax y Bienestar",5116VCI,32,0,0.02%,0.00%,45,0,0.02%,0.00%,100.00%,0.00%,1,0,3.13%,0.00%,"13,30 €","0,00 €",1,0
B0DGF2TRJY,B0DG136GPW,"ROCKING GIFTS Anillo de Hoja Tamaño 8 - Diseño Elegante y Detallado para Bodas, Compromisos Ajuste Duradero - Ideal para Todas Las Ocasiones – Complemento Sofisticado y Versátil",3753VCI,14,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,1,0,7.14%,0.00%,"10,55 €","0,00 €",1,0
B0DV3WKB7R,B0DLBNP5JN,ROCKING GIFTS Vaciabolsillos Bandeja Oval Flor Azul 25x18 cm,308848CLM,282,6,0.15%,0.13%,305,6,0.11%,0.10%,100.00%,100.00%,1,0,0.35%,0.00%,"15,95 €","0,00 €",1,0
B0DNY5L868,B0DLBP8YZL,ROCKING GIFTS Braga de Cuello Multiusos Animal Print 46x25 cm,3067156CLM,9,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,1,0,11.11%,0.00%,"11,90 €","0,00 €",1,0
B0DV3WN6Y1,B0DLBP9BTB,ROCKING GIFTS Bandeja de Cocina de Metal 40x28 cm Flores Azul,308639CLM,111,1,0.06%,0.02%,136,1,0.05%,0.02%,100.00%,100.00%,1,0,0.90%,0.00%,"14,25 €","0,00 €",1,0
B0DV3WN6Y1,B0DLBP9TPB,ROCKING GIFTS Bandeja de Cocina de Metal 40x28 cm Flores,308636CLM,126,1,0.07%,0.02%,169,1,0.06%,0.02%,100.00%,100.00%,1,0,0.79%,0.00%,"13,60 €","0,00 €",1,0
B0CLVWRS68,B0DLBQCJWK,"ROCKING GIFTS Tapa Contador, Caja Luces de Madera Blanco Multifotos 38x32 cm",2758588CLM,87,3,0.05%,0.07%,88,3,0.03%,0.05%,92.59%,100.00%,1,0,1.15%,0.00%,"42,60 €","0,00 €",1,0
B0DLBQG9P2,B0DLBQG9P2,ROCKING GIFTS Caja Costurero Metal Cuadrado Costura 17x17 cm,308653CLM,"1,062",27,0.55%,0.59%,"1,267",32,0.48%,0.51%,100.00%,100.00%,1,0,0.09%,0.00%,"14,95 €","0,00 €",1,0
B0DNY5HJSL,B0DLBQQBLW,ROCKING GIFTS Posavasos con Base de Corcho Set de 4 Unidades Trencadis Barcelona 10x10 cm,23481648CLM,17,2,0.01%,0.04%,20,2,0.01%,0.03%,100.00%,100.00%,2,0,11.76%,0.00%,"20,20 €","0,00 €",1,0
B0DNY5S4HH,B0DLBQQK9W, ,309797CLM,51,0,0.03%,0.00%,67,0,0.03%,0.00%,100.00%,0.00%,1,0,1.96%,0.00%,"13,90 €","0,00 €",1,0
B0DV3WKB7R,B0DLBQXGTT,ROCKING GIFTS Vaciabolsillos Bandeja Rectangular Hojas 30x12 cm,amzn.gr.21821167CLM-eYzHXCouihB_y1266-LN,"3,503",66,1.83%,1.43%,"5,083",89,1.91%,1.42%,99.96%,100.00%,1,0,0.03%,0.00%,"9,18 €","0,00 €",1,0
B0DV3WKB7R,B0DLBQXGTT,ROCKING GIFTS Vaciabolsillos Bandeja Rectangular Hojas 30x12 cm,amzn.gr.21821167CLM-Z2ak5um3jhiIKtSvK-VG,"3,503",66,1.83%,1.43%,"5,083",89,1.91%,1.42%,99.96%,100.00%,1,0,0.03%,0.00%,"8,26 €","0,00 €",1,0
B0DV3W6Y53,B0DLBQZD8L,ROCKING GIFTS Macetero de Cemento 19 cm,310304CLM,289,7,0.15%,0.15%,419,9,0.16%,0.14%,99.73%,100.00%,1,0,0.35%,0.00%,"21,40 €","0,00 €",1,0
B0DNY5S4HH,B0DLBRFJQX, ,309794CLM,8,0,0.00%,0.00%,8,0,0.00%,0.00%,87.50%,0.00%,1,0,12.50%,0.00%,"13,90 €","0,00 €",1,0
B0DV3W6Y53,B0DLBRHMF7,ROCKING GIFTS Macetero de Cemento Cara Envejecido 26 cm,310303CLM,32,1,0.02%,0.02%,35,1,0.01%,0.02%,96.88%,100.00%,1,0,3.13%,0.00%,"27,65 €","0,00 €",1,0
B0DNY5L868,B0DLBRL14R,ROCKING GIFTS Braga de Cuello Multiusos Flores 46x25 cm,3067148CLM,13,0,0.01%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,1,0,7.69%,0.00%,"11,90 €","0,00 €",1,0
B0DNY5SG3M,B0DLBRQRV8,ROCKING GIFTS Juego de Cafe Set de 2 Unidades Nuevo Dia 2x80 ml,27761035CLM,81,1,0.04%,0.02%,90,1,0.03%,0.02%,100.00%,0.00%,1,0,1.23%,0.00%,"15,50 €","0,00 €",1,0
B0DNY5DKCJ,B0DLBRSG6T,ROCKING GIFTS Escurreplatos Metal y PVC Natural 42x30 cm,2430226CLM,41,2,0.02%,0.04%,71,7,0.03%,0.11%,100.00%,100.00%,1,0,2.44%,0.00%,"42,60 €","0,00 €",1,0
B0DV3XB2SN,B0DLBRYXCL,ROCKING GIFTS Juego de Vajilla de Cocina 18 Piezas Azul,309901CLM,376,5,0.20%,0.11%,413,5,0.16%,0.08%,98.43%,100.00%,1,0,0.27%,0.00%,"59,95 €","0,00 €",1,0
B0DNY647YQ,B0DLBS56W8,ROCKING GIFTS Taza Mug Perros x4 Modelos 10x8 cm,27761031CLM,12,0,0.01%,0.00%,17,0,0.01%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,"38,65 €","0,00 €",1,0
B0CLVWRS68,B0DLBS8CTP,"ROCKING GIFTS Tapa Contador, Caja Luces de Madera Multifotos 48x32 cm",2758587CLM,110,3,0.06%,0.07%,120,3,0.05%,0.05%,92.45%,100.00%,1,0,0.91%,0.00%,"44,00 €","0,00 €",1,0
B0CLVWRS68,B0DLBSSHWD,"ROCKING GIFTS Tapa Contador, Caja Luces de Madera Negro Multifotos 48x32 cm",2758591CLM,65,1,0.03%,0.02%,71,1,0.03%,0.02%,90.16%,100.00%,1,0,1.54%,0.00%,"44,00 €","0,00 €",1,0
B0DNY5L868,B0DLBT8LZS,ROCKING GIFTS Braga de Cuello Multiusos Paisley 46x25 cm,3067124CLM,11,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,"11,90 €","0,00 €",1,0
B0DV3WN6Y1,B0DLBV32G7,ROCKING GIFTS Bandeja de Cocina de Metal 40x28 cm Topos,308644CLM,79,1,0.04%,0.02%,91,1,0.03%,0.02%,100.00%,100.00%,1,0,1.27%,0.00%,"14,25 €","0,00 €",1,0
B0DJTHDPB9,B0DLBVX34L,ROCKING GIFTS Salero de Ceramica con Tapa de Madera y Cuchara Trencadis Barcelona 12x11 cm,27761068CLM,70,1,0.04%,0.02%,81,1,0.03%,0.02%,98.65%,100.00%,1,0,1.43%,0.00%,"17,80 €","0,00 €",1,0
B0DNY5X9Z3,B0DLBVZN19,ROCKING GIFTS Quesera Redonda de Madera con Tapa 28x28 cm,amzn.gr.2676123CLM-J2QUJQnOyKJcgcpfjp-VG,367,24,0.19%,0.52%,556,31,0.21%,0.49%,99.60%,100.00%,1,0,0.27%,0.00%,"13,50 €","0,00 €",1,0
B0DNY5X9Z3,B0DLBVZN19,ROCKING GIFTS Quesera Redonda de Madera con Tapa 28x28 cm,2676123CLM,367,24,0.19%,0.52%,556,31,0.21%,0.49%,99.60%,100.00%,1,0,0.27%,0.00%,"29,20 €","0,00 €",1,0
B0DV3WKB7R,B0DLBW9NVX,ROCKING GIFTS Vaciabolsillos Bandeja Oval Flor Verde 25x18 cm,308845CLM,238,3,0.12%,0.07%,251,3,0.09%,0.05%,99.19%,100.00%,1,0,0.42%,0.00%,"15,95 €","0,00 €",1,0
B0CS424CCX,B0DLBWCTF4,ROCKING GIFTS Hucha de Resina Maleta 14x13 cm,308521CLM,95,0,0.05%,0.00%,131,0,0.05%,0.00%,99.16%,0.00%,1,0,1.05%,0.00%,"18,40 €","0,00 €",1,0
B0DHT539NY,B0F1N39JF2,"ROCKING GIFTS Azucarero Doble con Cuchara Royal Kitchen: Cerámica, 19x9 cm, Almacenamiento Azúcar, Cocina, Elegante, Diseño Moderno",2546215CLM,51,1,0.03%,0.02%,71,1,0.03%,0.02%,100.00%,100.00%,1,0,1.96%,0.00%,"27,50 €","0,00 €",1,0
B0F1N3NVRZ,B0F1N3NVRZ,"ROCKING GIFTS Azucarero Ceramica Tapa Madera: Recipiente Almacenamiento Azúcar Cocina, Diseño Elegante, 8 cm",2776784CLM,5,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"16,40 €","0,00 €",1,0
B0DHT539NY,B0F1N59VYT,ROCKING GIFTS Azucarero con Cuchara Cerámica Blanco 9cm CATALA Almacenamiento Cocina Azúcar Dulces,2776854CLM,10,0,0.01%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,1,0,10.00%,0.00%,"17,00 €","0,00 €",1,0
B0F1NFNLVN,B0F1NFNLVN,ROCKING GIFTS Cojín Corazón Grande Decorativo para Sofá Cama Dormitorio 37 cm Poliester,2714336CLM,19,0,0.01%,0.00%,26,0,0.01%,0.00%,100.00%,0.00%,1,0,5.26%,0.00%,"29,20 €","0,00 €",1,0
B0F1NGK1JW,B0F1NGK1JW,ROCKING GIFTS Cojín Luna x2 Modelos Forma Almohada Decorativa Dormitorio 39 cm Poliester Suave,22211970CLM,11,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,1,0,9.09%,0.00%,"29,60 €","0,00 €",1,0
B0F1NGXJD1,B0F1NGXJD1,"Botella Cristal 1L Grabada: Decorativa, Hogar, Regalo, Almacenamiento, Agua",247197CLM,8,1,0.00%,0.02%,9,1,0.00%,0.02%,100.00%,100.00%,1,0,12.50%,0.00%,"12,20 €","0,00 €",1,0
B0F1NJKC3N,B0F1NJKC3N,ROCKING GIFTS Caja con Tapa Abatible Doble Almacenaje Organización Plástico Resistente 60x45 cm,270524CLM,5,0,0.00%,0.00%,12,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"22,26 €","0,00 €",1,0
B0F1TB2BZ1,B0F1TB2BZ1,ROCKING GIFTS Hucha Cristal para Comunión Niño 17x9 cm Recuerdo Bautizo Regalo Infantil Decoración Hogar,2139525CLM,7,1,0.00%,0.02%,8,1,0.00%,0.02%,85.71%,100.00%,1,0,14.29%,0.00%,"12,50 €","0,00 €",1,0
B0F1TCLKTG,B0F1TCLKTG,ROCKING GIFTS Hucha DE Madera PALABROTAS 15x15x5cm Caja Ahorro Decorativa Regalo Original Madera,2597681CLM,9,1,0.00%,0.02%,16,3,0.01%,0.05%,100.00%,100.00%,1,0,11.11%,0.00%,"14,80 €","0,00 €",1,0
B0DJ5YD8NS,B0F1TD65L1,ROCKING GIFTS Estropajero con Estropajo Blanco Profesional 14 cm Ceramica,amzn.gr.2546157CLM-DC-iaiaOV4azmzqrZh-GD,471,4,0.25%,0.09%,716,4,0.27%,0.06%,99.24%,100.00%,1,0,0.21%,0.00%,"5,20 €","0,00 €",1,0
B0DJTHZRWR,B0F1TDMH7X,ROCKING GIFTS Felpudo Antideslizante 40x70cm Navidad Entrada Hogar Alfombra Decorativa Felpudo Navidad,306327CLM,16,0,0.01%,0.00%,20,0,0.01%,0.00%,100.00%,0.00%,1,0,6.25%,0.00%,"21,25 €","0,00 €",1,0
B0FL83L5ZX,B0F1TDNLL4,ROCKING GIFTS Felpudo 40x70 EUSKERA Antideslizante Entrada Exterior Interior Casa Hogar Resistente,2857145CLM,106,4,0.06%,0.09%,114,5,0.04%,0.08%,100.00%,100.00%,1,0,0.94%,0.00%,"20,20 €","0,00 €",1,0
B0DJ5YD8NS,B0F1TDTGJG,"ROCKING GIFTS Estropajero con Estropajo Flores: Esponja de Cocina, 14 cm Ceramica",2546166CLM,194,2,0.10%,0.04%,262,2,0.10%,0.03%,98.35%,100.00%,1,1,0.52%,50.00%,"15,09 €","15,09 €",1,1
B0DV3SGC9Q,B0F1TF3894,ROCKING GIFTS Escobillero WC Resina BAÑO Gris 37 cm Organizador Accesorios,2293772CLM,5,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,1,0,20.00%,0.00%,"33,40 €","0,00 €",1,0
B0DJ5YD8NS,B0F1TFLSDT,ROCKING GIFTS Estropajero con Estropajo Farmhouse: Esponja Limpieza Cocina 14 cm Ceramica,2546223CLM,116,0,0.06%,0.00%,141,0,0.05%,0.00%,98.47%,0.00%,1,0,0.86%,0.00%,"15,55 €","0,00 €",1,0
B0F1TFSBPP,B0F1TFSBPP,ROCKING GIFTS Hucha Viaje Al Mundo: 14 cm Metal. Caja Ahorro Monedero Regalo Decorativa,21821075CLM,21,2,0.01%,0.04%,33,2,0.01%,0.03%,100.00%,100.00%,1,0,4.76%,0.00%,"17,80 €","0,00 €",1,0
B0FL83L5ZX,B0F1TG3Y69,ROCKING GIFTS Felpudo Antideslizante Skyline Barcelona 40x70 cm Entrada Exterior Interior Fibra Coco Resistente,306315CLM,68,1,0.04%,0.02%,74,1,0.03%,0.02%,100.00%,100.00%,1,0,1.47%,0.00%,"20,20 €","0,00 €",1,0
B0DV3SGC9Q,B0F1TGF5P9,ROCKING GIFTS Escobillero WC Resina Translúcido Gris 36 cm,2293783CLM,12,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,1,0,8.33%,0.00%,"28,85 €","0,00 €",1,0
B0FL83L5ZX,B0F1TH2HBL,ROCKING GIFTS Felpudo Antideslizante 40x70cm Panama TOC TOC Entrada Exterior Interior Resistente,306321CLM,37,0,0.02%,0.00%,41,0,0.02%,0.00%,100.00%,0.00%,1,0,2.70%,0.00%,"20,20 €","0,00 €",1,0
B0DV3WKB7R,B0F1TWKJ8S,"ROCKING GIFTS Vaciabolsillos de Madera Cuadrado con Pintura Blanca Desgastada, Bandeja Decorativa Centro Mesa Minimalista, 20 cm",2914133CLM,547,16,0.29%,0.35%,608,19,0.23%,0.30%,99.30%,100.00%,1,0,0.18%,0.00%,"20,35 €","0,00 €",1,0
B0FXVMZ7LV,B0F1TWZJSK,"ROCKING GIFTS Organizador Tela Colgante Pared 4 Bolsillos Gris Panot Barcelona, Bolsa Almacenaje para Puerta y Armario 75cm",2786204CLM,145,1,0.08%,0.02%,202,1,0.08%,0.02%,99.44%,0.00%,1,0,0.69%,0.00%,"19,40 €","0,00 €",1,0
B0FXVMZ7LV,B0F1TX2VJF,"ROCKING GIFTS Set de x2 Organizador Tela Colgante Pared 6 Bolsillos Gris, Bolsa Almacenaje para Puerta y Armario 55cm",2786193CLM,60,4,0.03%,0.09%,61,4,0.02%,0.06%,100.00%,100.00%,1,0,1.67%,0.00%,"29,20 €","0,00 €",1,0
B0DFVJNXW7,B0F1TXJWS8,"Estuche de Tela Blanco con Flores Azules con Cremallera, Neceser Viaje para Maquillaje, Almacenaje Portalápices, 22 cm",284161CLMFBA,31,0,0.02%,0.00%,44,0,0.02%,0.00%,100.00%,0.00%,1,0,3.23%,0.00%,"13,95 €","0,00 €",1,0
B0FPM1NS69,B0F1TY451T,"ROCKING GIFTS Salvamantel Mimbre de Alga Marrón Redondo 20 cm, Mantel Individual, Resistente al Calor, Antideslizante, Protector de Mesa",284527CLM,95,3,0.05%,0.07%,106,3,0.04%,0.05%,94.19%,100.00%,1,0,1.05%,0.00%,"9,50 €","0,00 €",1,0
B0F1TYC5X8,B0F1TYC5X8,ROCKING GIFTS Juego 6 Cajas Carton Rayas Azul 28x19x11 cm Papel Almacenamiento,2847562CLM,144,3,0.08%,0.07%,185,7,0.07%,0.11%,100.00%,100.00%,1,0,0.69%,0.00%,"33,50 €","0,00 €",1,0
B0F1V2L6L6,B0F1V2L6L6,"Set de x2 Neceser Plano de Plástico Transparente Impermeable y Negro, Estuche para Maquillaje y Cosméticos, 28 cm",2890505CLM,2,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,1,0,50.00%,0.00%,"23,70 €","0,00 €",1,0
B0F1Z26K9F,B0F1Z26K9F,"ROCKING GIFTS Llavero de Madera Panot de Barcelona, Marrón con Blanco Desgastado, 4cm",21821049CLM,149,5,0.08%,0.11%,188,5,0.07%,0.08%,98.31%,100.00%,1,0,0.67%,0.00%,"9,20 €","0,00 €",1,0
B0F1Z4LJ86,B0F1Z4LJ86,"ROCKING GIFTS Set de 8 Platos Pequeños de Cartón para Pastel Fiesta Comunión Niño, Blanco y Azul, 18 cm",309766CLM,35,3,0.02%,0.07%,44,3,0.02%,0.05%,100.00%,100.00%,1,1,2.86%,33.33%,"8,38 €","8,38 €",1,1
B0FX2ZH7W7,B0FX2ZH7W7,ROCKING GIFTS Juego Parchís y Oca de Madera Natural 29x29 cm - Juego de Mesa Familiar,41849MD,68,2,0.04%,0.04%,85,2,0.03%,0.03%,97.33%,100.00%,1,1,1.47%,50.00%,"32,73 €","32,73 €",1,1
B0FX2ZVG3F,B0FX2ZVG3F,"ROCKING GIFTS Bingo 90 Profesional: Juego de Mesa 21x21x21cm, Tablero Metálico/ABS, con Accesorios, Diversión Familiar, Fiestas",amzn.gr.40973MD-lMCQelc2FmujMkWLB04Tc-LN,760,26,0.40%,0.56%,"1,230",29,0.46%,0.46%,99.70%,100.00%,1,0,0.13%,0.00%,"13,49 €","0,00 €",1,0
B0FX322CCZ,B0FX322CCZ,"ROCKING GIFTS Cortapuros Doble Hoja PTCO Negro: Corta Puros eficiente, Afilado, preciso, Hoja Doble, Acero Inoxidable",31469MD,18,0,0.01%,0.00%,29,0,0.01%,0.00%,100.00%,0.00%,1,0,5.56%,0.00%,"10,70 €","0,00 €",1,0
B0FX33MHSB,B0FX33MHSB, ,41347MD,79,1,0.04%,0.02%,110,4,0.04%,0.06%,98.97%,100.00%,1,0,1.27%,0.00%,"24,20 €","0,00 €",1,0
B0FX33QTG1,B0FX33QTG1,"ROCKING GIFTS Libro-Caja Fuerte Mapa Mundi con Brújula, 16x5x24cm, Organización, Seguridad, Viajes, Almacenamiento, Protección",42755MD,6,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,1,0,16.67%,0.00%,"21,50 €","0,00 €",1,0
B0FX35JY9Q,B0FX35JY9Q,"ROCKING GIFTS Cubilete Dados Poker 5 Dados Negro 7,5x11cm Juego Dados Azar Casino",42745MD,240,8,0.13%,0.17%,365,14,0.14%,0.22%,100.00%,100.00%,1,0,0.42%,0.00%,"21,99 €","0,00 €",1,0
B0FX35RY9H,B0FX35RY9H,ROCKING GIFTS Figura Decorativa Cámara Fotos Fuelle Retro Marrón,42289MD,43,4,0.02%,0.09%,55,4,0.02%,0.06%,97.96%,100.00%,5,5,11.63%,125.00%,"169,05 €","169,05 €",1,1
B0G3QR4JJ3,B0FZCRS4BL, ,37668AZ-VESG,116,4,0.06%,0.09%,191,4,0.07%,0.06%,100.00%,100.00%,1,0,0.86%,0.00%,"36,00 €","0,00 €",1,0
B0G3QR4JJ3,B0FZCSS3B3, ,37669AZ-VESGFBA,61,2,0.03%,0.04%,72,3,0.03%,0.05%,100.00%,0.00%,1,0,1.64%,0.00%,"49,00 €","0,00 €",1,0
B0G3QR4JJ3,B0FZCYXCWH, ,37669RO-NARSGFBA,69,2,0.04%,0.04%,86,3,0.03%,0.05%,100.00%,0.00%,1,0,1.45%,0.00%,"48,20 €","0,00 €",1,0
B0G1J14CYZ,B0G1J14CYZ,ROCKING GIFTS Bolsa de Papel Pequeña para Embalaje Fácil de Regalos de Sant Jordi con Etiqueta para Nombre 12x7x14 cm,2185795CLM,49,5,0.03%,0.11%,53,6,0.02%,0.10%,100.00%,100.00%,1,0,2.04%,0.00%,"7,75 €","0,00 €",1,0
B0G1J5FPVL,B0G1J5FPVL,ROCKING GIFTS Set de x2 Bolsa de Papel Mediana para Embalaje Fácil de Regalos de Nacimiento y Bautizo Bebé Dinosaurios Azul y Rosa 18x10x23 cm,2185817CLM,27,2,0.01%,0.04%,34,2,0.01%,0.03%,100.00%,100.00%,1,1,3.70%,50.00%,"9,37 €","9,37 €",1,1
